"user_id;""event_code"";""data1"";""data2"";""data3"";""timestamp"";""session_id"""
"6783;""8"";""18 total bookmarks"";""2 folders"";""folder depth 1"";""1289276303205"";"""""
"6783;""8"";""18 total bookmarks"";""2 folders"";""folder depth 1"";""1289278512545"";"""""
"6790;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289267349077"";"""""
"6791;""8"";""45 total bookmarks"";""4 folders"";""folder depth 1"";""1289256596150"";"""""
"6798;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289261030299"";"""""
"6802;""8"";""40 total bookmarks"";""2 folders"";""folder depth 1"";""1289254008948"";"""""
"6802;""8"";""40 total bookmarks"";""2 folders"";""folder depth 1"";""1289258828397"";"""""
"6809;""8"";""75 total bookmarks"";""2 folders"";""folder depth 1"";""1289257859172"";"""""
"6809;""8"";""75 total bookmarks"";""2 folders"";""folder depth 1"";""1289272211571"";"""""
"6811;""8"";""110 total bookmarks"";""9 folders"";""folder depth 1"";""1289275653401"";"""""
"6812;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289253844969"";"""""
"6812;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289257002164"";"""""
"6812;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289276626227"";"""""
"6814;""8"";""143 total bookmarks"";""4 folders"";""folder depth 1"";""1289271023563"";"""""
"6814;""8"";""143 total bookmarks"";""4 folders"";""folder depth 1"";""1289274475780"";"""""
"6817;""8"";""37 total bookmarks"";""2 folders"";""folder depth 1"";""1289258876029"";"""""
"6817;""8"";""37 total bookmarks"";""2 folders"";""folder depth 1"";""1289259377729"";"""""
"6817;""8"";""37 total bookmarks"";""2 folders"";""folder depth 1"";""1289259755090"";"""""
"6817;""8"";""37 total bookmarks"";""2 folders"";""folder depth 1"";""1289260584834"";"""""
"6819;""8"";""17 total bookmarks"";""2 folders"";""folder depth 1"";""1289262032312"";"""""
"6821;""8"";""61 total bookmarks"";""3 folders"";""folder depth 1"";""1289259088631"";"""""
"6821;""8"";""61 total bookmarks"";""3 folders"";""folder depth 1"";""1289263685631"";"""""
"6821;""8"";""63 total bookmarks"";""3 folders"";""folder depth 1"";""1289273032853"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289260420533"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289262374361"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289263806225"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289267475430"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289268172937"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289272002663"";"""""
"6824;""8"";""234 total bookmarks"";""3 folders"";""folder depth 1"";""1289276189620"";"""""
"6826;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289262940558"";"""""
"6829;""8"";""95 total bookmarks"";""9 folders"";""folder depth 1"";""1289271478979"";"""""
"6829;""8"";""95 total bookmarks"";""9 folders"";""folder depth 1"";""1289276701630"";"""""
"6832;""8"";""84 total bookmarks"";""5 folders"";""folder depth 1"";""1289257032039"";"""""
"6833;""8"";""24 total bookmarks"";""4 folders"";""folder depth 1"";""1289263789915"";"""""
"6833;""8"";""24 total bookmarks"";""4 folders"";""folder depth 1"";""1289273042296"";"""""
"6833;""8"";""24 total bookmarks"";""4 folders"";""folder depth 1"";""1289274022827"";"""""
"6834;""8"";""40 total bookmarks"";""2 folders"";""folder depth 1"";""1289254144647"";"""""
"6835;""8"";""31 total bookmarks"";""2 folders"";""folder depth 1"";""1289254670375"";"""""
"6835;""8"";""31 total bookmarks"";""2 folders"";""folder depth 1"";""1289260978732"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289255814294"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289261380715"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289268312878"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289269334569"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289269999312"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289270478659"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289274588731"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289274733749"";"""""
"6839;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289275794944"";"""""
"6840;""8"";""32 total bookmarks"";""3 folders"";""folder depth 1"";""1289262733441"";"""""
"6842;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289260632390"";"""""
"6842;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289266873862"";"""""
"6842;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289272807135"";"""""
"6842;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289276792912"";"""""
"6842;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289277379030"";"""""
"6844;""8"";""325 total bookmarks"";""61 folders"";""folder depth 3"";""1289253344905"";"""""
"6844;""8"";""325 total bookmarks"";""61 folders"";""folder depth 3"";""1289258213808"";"""""
"6853;""8"";""24 total bookmarks"";""3 folders"";""folder depth 1"";""1289275558246"";"""""
"6856;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289252957581"";"""""
"6856;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289256108840"";"""""
"6856;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289259362032"";"""""
"6858;""8"";""271 total bookmarks"";""86 folders"";""folder depth 2"";""1289261398152"";"""""
"6858;""8"";""271 total bookmarks"";""86 folders"";""folder depth 2"";""1289268460078"";"""""
"6861;""8"";""42 total bookmarks"";""12 folders"";""folder depth 2"";""1289274631132"";"""""
"6864;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289262632402"";"""""
"6866;""8"";""123 total bookmarks"";""25 folders"";""folder depth 3"";""1289259026092"";"""""
"6866;""8"";""123 total bookmarks"";""25 folders"";""folder depth 3"";""1289259213118"";"""""
"6866;""8"";""123 total bookmarks"";""25 folders"";""folder depth 3"";""1289260270786"";"""""
"6866;""8"";""123 total bookmarks"";""25 folders"";""folder depth 3"";""1289261394873"";"""""
"6866;""8"";""123 total bookmarks"";""25 folders"";""folder depth 3"";""1289261599627"";"""""
"6867;""8"";""34 total bookmarks"";""9 folders"";""folder depth 1"";""1289254549319"";"""""
"6868;""8"";""16 total bookmarks"";""2 folders"";""folder depth 1"";""1289253938522"";"""""
"6868;""8"";""16 total bookmarks"";""2 folders"";""folder depth 1"";""1289262855745"";"""""
"6879;""8"";""17 total bookmarks"";""2 folders"";""folder depth 1"";""1289270581349"";"""""
"6880;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289255563636"";"""""
"6880;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289261595924"";"""""
"6880;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289267489811"";"""""
"6881;""8"";""1224 total bookmarks"";""105 folders"";""folder depth 5"";""1289254293141"";"""""
"6882;""8"";""16 total bookmarks"";""4 folders"";""folder depth 1"";""1289265374611"";"""""
"6886;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289253763796"";"""""
"6887;""8"";""193 total bookmarks"";""45 folders"";""folder depth 1"";""1289270679264"";"""""
"6888;""8"";""55 total bookmarks"";""7 folders"";""folder depth 1"";""1289256503435"";"""""
"6888;""8"";""55 total bookmarks"";""7 folders"";""folder depth 1"";""1289261088098"";"""""
"6889;""8"";""35 total bookmarks"";""8 folders"";""folder depth 1"";""1289256825620"";"""""
"6889;""8"";""35 total bookmarks"";""8 folders"";""folder depth 1"";""1289266744405"";"""""
"6890;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289256213549"";"""""
"6890;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289257969846"";"""""
"6891;""8"";""27 total bookmarks"";""2 folders"";""folder depth 1"";""1289257668080"";"""""
"6893;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289264831842"";"""""
"6893;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289264897619"";"""""
"6893;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289266715474"";"""""
"6894;""8"";""31 total bookmarks"";""2 folders"";""folder depth 1"";""1289254347773"";"""""
"6896;""8"";""28 total bookmarks"";""2 folders"";""folder depth 1"";""1289267577036"";"""""
"6896;""8"";""28 total bookmarks"";""2 folders"";""folder depth 1"";""1289270098106"";"""""
"6896;""8"";""28 total bookmarks"";""2 folders"";""folder depth 1"";""1289271677689"";"""""
"6899;""8"";""46 total bookmarks"";""1 folders"";""folder depth 1"";""1289260327325"";"""""
"6900;""8"";""33 total bookmarks"";""2 folders"";""folder depth 1"";""1289266527777"";"""""
"6900;""8"";""33 total bookmarks"";""2 folders"";""folder depth 1"";""1289267478940"";"""""
"6902;""8"";""378 total bookmarks"";""80 folders"";""folder depth 4"";""1289265125043"";"""""
"6903;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289264325076"";"""""
"6904;""8"";""93 total bookmarks"";""2 folders"";""folder depth 1"";""1289258811345"";"""""
"6905;""8"";""58 total bookmarks"";""9 folders"";""folder depth 1"";""1289272544286"";"""""
"6905;""8"";""58 total bookmarks"";""9 folders"";""folder depth 1"";""1289272766361"";"""""
"6905;""8"";""58 total bookmarks"";""9 folders"";""folder depth 1"";""1289275357463"";"""""
"6906;""8"";""140 total bookmarks"";""21 folders"";""folder depth 2"";""1289254577415"";"""""
"6906;""8"";""140 total bookmarks"";""21 folders"";""folder depth 2"";""1289260667009"";"""""
"6906;""8"";""140 total bookmarks"";""21 folders"";""folder depth 2"";""1289269695760"";"""""
"6906;""8"";""140 total bookmarks"";""21 folders"";""folder depth 2"";""1289269731526"";"""""
"6906;""8"";""140 total bookmarks"";""21 folders"";""folder depth 2"";""1289270450654"";"""""
"6907;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289271888904"";"""""
"6908;""8"";""40 total bookmarks"";""7 folders"";""folder depth 1"";""1289253750686"";"""""
"6909;""8"";""27 total bookmarks"";""6 folders"";""folder depth 1"";""1289268401125"";"""""
"6909;""8"";""27 total bookmarks"";""6 folders"";""folder depth 1"";""1289277686501"";"""""
"6913;""8"";""52 total bookmarks"";""3 folders"";""folder depth 1"";""1289264842909"";"""""
"6914;""8"";""24 total bookmarks"";""3 folders"";""folder depth 1"";""1289254707831"";"""""
"6914;""8"";""24 total bookmarks"";""3 folders"";""folder depth 1"";""1289255566956"";"""""
"6914;""8"";""24 total bookmarks"";""3 folders"";""folder depth 1"";""1289255708955"";"""""
"6914;""8"";""24 total bookmarks"";""3 folders"";""folder depth 1"";""1289272885764"";"""""
"6915;""8"";""56 total bookmarks"";""9 folders"";""folder depth 1"";""1289267699558"";"""""
"6917;""8"";""52 total bookmarks"";""6 folders"";""folder depth 1"";""1289255202385"";"""""
"6917;""8"";""52 total bookmarks"";""6 folders"";""folder depth 1"";""1289257750093"";"""""
"6919;""8"";""213 total bookmarks"";""37 folders"";""folder depth 3"";""1289272894987"";"""""
"6919;""8"";""213 total bookmarks"";""37 folders"";""folder depth 3"";""1289275044960"";"""""
"6919;""8"";""213 total bookmarks"";""37 folders"";""folder depth 3"";""1289277301093"";"""""
"6919;""8"";""213 total bookmarks"";""37 folders"";""folder depth 3"";""1289277442855"";"""""
"6920;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289263906945"";"""""
"6921;""8"";""301 total bookmarks"";""10 folders"";""folder depth 1"";""1289274693884"";"""""
"6923;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289252996823"";"""""
"6924;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289256104313"";"""""
"6924;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289257398418"";"""""
"6924;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289257581628"";"""""
"6924;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289257905501"";"""""
"6928;""8"";""29 total bookmarks"";""7 folders"";""folder depth 1"";""1289271443208"";"""""
"6929;""8"";""51 total bookmarks"";""7 folders"";""folder depth 1"";""1289266681402"";"""""
"6930;""8"";""25 total bookmarks"";""6 folders"";""folder depth 1"";""1289261517652"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289262891506"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289265780529"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289268626210"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289269951623"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289275288477"";"""""
"6932;""8"";""135 total bookmarks"";""9 folders"";""folder depth 2"";""1289276390643"";"""""
"6934;""8"";""33 total bookmarks"";""7 folders"";""folder depth 2"";""1289255806855"";"""""
"6934;""8"";""33 total bookmarks"";""7 folders"";""folder depth 2"";""1289264363246"";"""""
"6935;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289253301470"";"""""
"6935;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289258045644"";"""""
"6935;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289263174562"";"""""
"6935;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289264833429"";"""""
"6935;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289269142147"";"""""
"6940;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289278671185"";"""""
"6941;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289252989467"";"""""
"6942;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289268628477"";"""""
"6942;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289268776437"";"""""
"6946;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289268248483"";"""""
"6946;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289275747019"";"""""
"6954;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289275508237"";"""""
"6954;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289277360588"";"""""
"6956;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289256056455"";"""""
"6961;""8"";""76 total bookmarks"";""7 folders"";""folder depth 1"";""1289262324106"";"""""
"6961;""8"";""76 total bookmarks"";""7 folders"";""folder depth 1"";""1289262642072"";"""""
"6961;""8"";""76 total bookmarks"";""7 folders"";""folder depth 1"";""1289270552462"";"""""
"6962;""8"";""25 total bookmarks"";""2 folders"";""folder depth 1"";""1289257690940"";"""""
"6964;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289269301799"";"""""
"6964;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289269530041"";"""""
"6969;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289253891005"";"""""
"6969;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289257911711"";"""""
"6969;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289258355143"";"""""
"6971;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289278609157"";"""""
"6972;""8"";""53 total bookmarks"";""3 folders"";""folder depth 1"";""1289273473519"";"""""
"6972;""8"";""53 total bookmarks"";""3 folders"";""folder depth 1"";""1289273872230"";"""""
"6972;""8"";""53 total bookmarks"";""3 folders"";""folder depth 1"";""1289276111653"";"""""
"6972;""8"";""53 total bookmarks"";""3 folders"";""folder depth 1"";""1289278456174"";"""""
"6977;""8"";""601 total bookmarks"";""46 folders"";""folder depth 2"";""1289255388593"";"""""
"6979;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289273768845"";"""""
"6981;""8"";""23 total bookmarks"";""2 folders"";""folder depth 1"";""1289260616126"";"""""
"6981;""8"";""23 total bookmarks"";""2 folders"";""folder depth 1"";""1289275658149"";"""""
"6983;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289261580496"";"""""
"6983;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289266430403"";"""""
"6985;""8"";""380 total bookmarks"";""46 folders"";""folder depth 2"";""1289262681990"";"""""
"6985;""8"";""380 total bookmarks"";""46 folders"";""folder depth 2"";""1289269653802"";"""""
"6985;""8"";""380 total bookmarks"";""46 folders"";""folder depth 2"";""1289269764951"";"""""
"6985;""8"";""380 total bookmarks"";""46 folders"";""folder depth 2"";""1289270235879"";"""""
"6985;""8"";""380 total bookmarks"";""46 folders"";""folder depth 2"";""1289271040825"";"""""
"6986;""8"";""74 total bookmarks"";""3 folders"";""folder depth 1"";""1289275635813"";"""""
"6986;""8"";""74 total bookmarks"";""3 folders"";""folder depth 1"";""1289277154547"";"""""
"6986;""8"";""74 total bookmarks"";""3 folders"";""folder depth 1"";""1289278644017"";"""""
"6987;""8"";""196 total bookmarks"";""20 folders"";""folder depth 2"";""1289256563760"";"""""
"6990;""8"";""18 total bookmarks"";""2 folders"";""folder depth 1"";""1289270339141"";"""""
"6991;""8"";""43 total bookmarks"";""0 folders"";""folder depth 0"";""1289262256941"";"""""
"6991;""8"";""43 total bookmarks"";""0 folders"";""folder depth 0"";""1289262896825"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289253011058"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289253317667"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289258760199"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289258927058"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289259288700"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289260679356"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289261416311"";"""""
"6992;""8"";""293 total bookmarks"";""3 folders"";""folder depth 1"";""1289266243426"";"""""
"6995;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289272943510"";"""""
"6995;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289275076191"";"""""
"6995;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289278409783"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289253463925"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289255080939"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289266325894"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289268190125"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289272897415"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289277313247"";"""""
"6996;""8"";""48 total bookmarks"";""6 folders"";""folder depth 1"";""1289277518180"";"""""
"7000;""8"";""261 total bookmarks"";""70 folders"";""folder depth 2"";""1289261804883"";"""""
"7002;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289255281933"";"""""
"7008;""8"";""532 total bookmarks"";""36 folders"";""folder depth 3"";""1289253074097"";"""""
"7010;""8"";""200 total bookmarks"";""20 folders"";""folder depth 2"";""1289276852169"";"""""
"7015;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289262404187"";"""""
"7021;""8"";""9 total bookmarks"";""1 folders"";""folder depth 1"";""1289272308850"";"""""
"7023;""8"";""10 total bookmarks"";""3 folders"";""folder depth 1"";""1289254630198"";"""""
"7023;""8"";""10 total bookmarks"";""3 folders"";""folder depth 1"";""1289263637230"";"""""
"7023;""8"";""10 total bookmarks"";""3 folders"";""folder depth 1"";""1289268691500"";"""""
"7023;""8"";""10 total bookmarks"";""3 folders"";""folder depth 1"";""1289274698138"";"""""
"7029;""8"";""62 total bookmarks"";""7 folders"";""folder depth 1"";""1289256553337"";"""""
"7030;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289257617120"";"""""
"7030;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289265202064"";"""""
"7030;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289265339020"";"""""
"7030;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289265887205"";"""""
"7030;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289265907127"";"""""
"7033;""8"";""24 total bookmarks"";""2 folders"";""folder depth 1"";""1289266275549"";"""""
"7034;""8"";""65 total bookmarks"";""6 folders"";""folder depth 1"";""1289261050496"";"""""
"7036;""8"";""82 total bookmarks"";""4 folders"";""folder depth 2"";""1289252945028"";"""""
"7036;""8"";""82 total bookmarks"";""4 folders"";""folder depth 2"";""1289253519289"";"""""
"7036;""8"";""82 total bookmarks"";""4 folders"";""folder depth 2"";""1289255791078"";"""""
"7036;""8"";""82 total bookmarks"";""4 folders"";""folder depth 2"";""1289257879909"";"""""
"7042;""8"";""32 total bookmarks"";""4 folders"";""folder depth 1"";""1289255018205"";"""""
"7042;""8"";""32 total bookmarks"";""4 folders"";""folder depth 1"";""1289256048186"";"""""
"7042;""8"";""32 total bookmarks"";""4 folders"";""folder depth 1"";""1289256384658"";"""""
"7042;""8"";""32 total bookmarks"";""4 folders"";""folder depth 1"";""1289256786516"";"""""
"7042;""8"";""32 total bookmarks"";""4 folders"";""folder depth 1"";""1289258787876"";"""""
"7045;""8"";""77 total bookmarks"";""1 folders"";""folder depth 1"";""1289255545630"";"""""
"7045;""8"";""77 total bookmarks"";""1 folders"";""folder depth 1"";""1289258140989"";"""""
"7045;""8"";""77 total bookmarks"";""1 folders"";""folder depth 1"";""1289261977633"";"""""
"7047;""8"";""175 total bookmarks"";""11 folders"";""folder depth 1"";""1289262616250"";"""""
"7047;""8"";""175 total bookmarks"";""11 folders"";""folder depth 1"";""1289269297738"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289254226868"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289256138003"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289257060692"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289263881493"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289267077353"";"""""
"7048;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289267952887"";"""""
"7050;""8"";""70 total bookmarks"";""6 folders"";""folder depth 1"";""1289278468906"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289265199812"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289266650884"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289266824411"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289266903865"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289267202397"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289273883485"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289278096816"";"""""
"7054;""8"";""457 total bookmarks"";""53 folders"";""folder depth 3"";""1289278608211"";"""""
"7057;""8"";""798 total bookmarks"";""50 folders"";""folder depth 3"";""1289255796176"";"""""
"7057;""8"";""803 total bookmarks"";""50 folders"";""folder depth 3"";""1289268348452"";"""""
"7060;""8"";""1432 total bookmarks"";""327 folders"";""folder depth 6"";""1289255475262"";"""""
"7061;""8"";""111 total bookmarks"";""6 folders"";""folder depth 1"";""1289276313670"";"""""
"7061;""8"";""112 total bookmarks"";""6 folders"";""folder depth 1"";""1289278653148"";"""""
"7062;""8"";""114 total bookmarks"";""8 folders"";""folder depth 2"";""1289256105074"";"""""
"7064;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289268044575"";"""""
"7066;""8"";""30 total bookmarks"";""6 folders"";""folder depth 1"";""1289260658243"";"""""
"7066;""8"";""30 total bookmarks"";""6 folders"";""folder depth 1"";""1289262756806"";"""""
"7066;""8"";""30 total bookmarks"";""6 folders"";""folder depth 1"";""1289271444680"";"""""
"7070;""8"";""41 total bookmarks"";""6 folders"";""folder depth 1"";""1289253334652"";"""""
"7070;""8"";""41 total bookmarks"";""6 folders"";""folder depth 1"";""1289253796609"";"""""
"7070;""8"";""41 total bookmarks"";""6 folders"";""folder depth 1"";""1289255724652"";"""""
"7070;""8"";""41 total bookmarks"";""6 folders"";""folder depth 1"";""1289257001449"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289253461391"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289253550724"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289253885914"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289257973466"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289266486842"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289277569406"";"""""
"7072;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289278177632"";"""""
"7073;""8"";""47 total bookmarks"";""2 folders"";""folder depth 1"";""1289253154241"";"""""
"7073;""8"";""47 total bookmarks"";""2 folders"";""folder depth 1"";""1289261405977"";"""""
"7073;""8"";""47 total bookmarks"";""2 folders"";""folder depth 1"";""1289278035117"";"""""
"7076;""8"";""86 total bookmarks"";""10 folders"";""folder depth 1"";""1289256324996"";"""""
"7076;""8"";""86 total bookmarks"";""10 folders"";""folder depth 1"";""1289258539262"";"""""
"7076;""8"";""86 total bookmarks"";""10 folders"";""folder depth 1"";""1289263385570"";"""""
"7078;""8"";""50 total bookmarks"";""7 folders"";""folder depth 1"";""1289277689439"";"""""
"7088;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289269898112"";"""""
"7092;""8"";""39 total bookmarks"";""1 folders"";""folder depth 1"";""1289278447383"";"""""
"7094;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289262939377"";"""""
"7095;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289259828698"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289254381139"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289255725640"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289257610305"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289258561618"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289260478286"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289261589866"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289261825171"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289262349201"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289263220565"";"""""
"7097;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289269975841"";"""""
